Date,Timepoint,Phage,Bacteria,Type,Population,Rep,Plated_Host,Receptor,PFU,Dilution,Titer,Notes
20220428,23,Phi21,WT,Repeat,3,3,WT,All,6,6,3.00E+09,Spotted 2uL
20220428,23,Phi21,WT,Repeat,4,4,WT,All,15,6,7.50E+09,Spotted 2uL
20220428,23,Phi21,WT,Repeat,5,5,WT,All,9,6,4.50E+09,Spotted 2uL
20220428,23,Phi21,WT,Repeat,6,6,WT,All,12,6,6.00E+09,Spotted 2uL
20220428,23,Phi21,WT,Repeat,7,7,WT,All,38,6,1.90E+10,Spotted 2uL
20220428,23,Phi21,WT,Repeat,8,8,WT,All,10,6,5.00E+09,Spotted 2uL
20220428,23,Phi21,WT,Repeat,9,9,WT,All,2,6,1.00E+09,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,1,WT,All,0,0,NA,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,2,WT,All,0,0,NA,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,3,WT,All,2,2,NA,Spotted 2uL
20220428,23,Phi21,WT,Repeat,1,1,C-F-,LamB,7,5,3.50E+08,Spotted 2uL
20220428,23,Phi21,WT,Repeat,2,2,C-F-,LamB,12,5,6.00E+08,Spotted 2uL
20220428,23,Phi21,WT,Repeat,3,3,C-F-,LamB,4,6,2.00E+09,Spotted 2uL
20220428,23,Phi21,WT,Repeat,4,4,C-F-,LamB,29,5,1.45E+09,Spotted 2uL
20220428,23,Phi21,WT,Repeat,5,5,C-F-,LamB,31,5,1.55E+09,Spotted 2uL
20220428,23,Phi21,WT,Repeat,6,6,C-F-,LamB,16,5,8.00E+08,Spotted 2uL
20220428,23,Phi21,WT,Repeat,7,7,C-F-,LamB,23,6,1.15E+10,Spotted 2uL
20220428,23,Phi21,WT,Repeat,8,8,C-F-,LamB,7,6,3.50E+09,Spotted 2uL
20220428,23,Phi21,WT,Repeat,9,9,C-F-,LamB,6,5,3.00E+08,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,1,C-F-,LamB,0,0,NA,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,2,C-F-,LamB,8,1,NA,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,3,C-F-,LamB,0,0,NA,Spotted 2uL
20220428,23,Phi21,WT,Repeat,1,1,L-F-,OmpC,24,4,1.20E+08,Spotted 2uL
20220428,23,Phi21,WT,Repeat,2,2,L-F-,OmpC,7,6,3.50E+09,Spotted 2uL
20220428,23,Phi21,WT,Repeat,3,3,L-F-,OmpC,2,2,1.00E+05,Spotted 2uL
20220428,23,Phi21,WT,Repeat,4,4,L-F-,OmpC,8,4,4.00E+07,Spotted 2uL
20220428,23,Phi21,WT,Repeat,5,5,L-F-,OmpC,8,5,4.00E+08,Spotted 2uL
20220428,23,Phi21,WT,Repeat,6,6,L-F-,OmpC,12,5,6.00E+08,Spotted 2uL
20220428,23,Phi21,WT,Repeat,7,7,L-F-,OmpC,51,6,2.55E+10,Spotted 2uL
20220428,23,Phi21,WT,Repeat,8,8,L-F-,OmpC,2,5,1.00E+08,Spotted 2uL
20220428,23,Phi21,WT,Repeat,9,9,L-F-,OmpC,12,5,6.00E+08,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,1,L-F-,OmpC,0,0,NA,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,2,L-F-,OmpC,0,0,NA,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,3,L-F-,OmpC,0,0,NA,Spotted 2uL
20220428,23,Phi21,WT,Repeat,1,1,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220428,23,Phi21,WT,Repeat,2,2,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220428,23,Phi21,WT,Repeat,3,3,L-C-,OmpF,5,4,2.50E+07,Spotted 2uL
20220428,23,Phi21,WT,Repeat,4,4,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220428,23,Phi21,WT,Repeat,5,5,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220428,23,Phi21,WT,Repeat,6,6,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220428,23,Phi21,WT,Repeat,7,7,L-C-,OmpF,7,5,3.50E+08,Spotted 2uL
20220428,23,Phi21,WT,Repeat,8,8,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220428,23,Phi21,WT,Repeat,9,9,L-C-,OmpF,11,3,5.50E+06,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,1,L-C-,OmpF,12,0,NA,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,2,L-C-,OmpF,23,1,NA,Spotted 2uL
20220428,44,Phi21-P2-T21,WT,Continue,2,3,L-C-,OmpF,22,1,NA,Spotted 2uL
20220429,24,Phi21,WT,Repeat,1,1,WT,All,2,6,1.00E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,2,2,WT,All,11,6,5.50E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,3,3,WT,All,14,6,7.00E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,4,4,WT,All,7,6,3.50E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,5,5,WT,All,6,6,3.00E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,6,6,WT,All,4,6,2.00E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,7,7,WT,All,6,6,3.00E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,8,8,WT,All,12,6,6.00E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,9,9,WT,All,3,6,1.50E+09,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,1,WT,All,2,1,1.00E+04,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,2,WT,All,12,2,6.00E+05,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,3,WT,All,4,2,2.00E+05,Spotted 2uL
20220429,24,Phi21,WT,Repeat,1,1,C-F-,LamB,8,5,4.00E+08,Spotted 2uL
20220429,24,Phi21,WT,Repeat,2,2,C-F-,LamB,2,6,1.00E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,3,3,C-F-,LamB,5,6,2.50E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,4,4,C-F-,LamB,1,6,5.00E+08,Spotted 2uL
20220429,24,Phi21,WT,Repeat,5,5,C-F-,LamB,3,6,1.50E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,6,6,C-F-,LamB,3,6,1.50E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,7,7,C-F-,LamB,1,6,5.00E+08,Spotted 2uL
20220429,24,Phi21,WT,Repeat,8,8,C-F-,LamB,5,6,2.50E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,9,9,C-F-,LamB,3,6,1.50E+09,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,1,C-F-,LamB,9,0,4.50E+03,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,2,C-F-,LamB,21,2,1.05E+06,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,3,C-F-,LamB,0,0,0.00E+00,Spotted 2uL
20220429,24,Phi21,WT,Repeat,1,1,L-F-,OmpC,20,4,1.00E+08,Spotted 2uL
20220429,24,Phi21,WT,Repeat,2,2,L-F-,OmpC,5,6,2.50E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,3,3,L-F-,OmpC,22,5,1.10E+09,Spotted 2uL
20220429,24,Phi21,WT,Repeat,4,4,L-F-,OmpC,6,4,3.00E+07,Spotted 2uL
20220429,24,Phi21,WT,Repeat,5,5,L-F-,OmpC,10,5,5.00E+08,Spotted 2uL
20220429,24,Phi21,WT,Repeat,6,6,L-F-,OmpC,9,5,4.50E+08,Spotted 2uL
20220429,24,Phi21,WT,Repeat,7,7,L-F-,OmpC,17,5,8.50E+08,Spotted 2uL
20220429,24,Phi21,WT,Repeat,8,8,L-F-,OmpC,2,5,1.00E+08,Spotted 2uL
20220429,24,Phi21,WT,Repeat,9,9,L-F-,OmpC,5,5,2.50E+08,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,1,L-F-,OmpC,0,0,0.00E+00,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,2,L-F-,OmpC,0,0,0.00E+00,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,3,L-F-,OmpC,0,0,0.00E+00,Spotted 2uL
20220429,24,Phi21,WT,Repeat,1,1,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220429,24,Phi21,WT,Repeat,2,2,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220429,24,Phi21,WT,Repeat,3,3,L-C-,OmpF,19,4,9.50E+07,Spotted 2uL
20220429,24,Phi21,WT,Repeat,4,4,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220429,24,Phi21,WT,Repeat,5,5,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220429,24,Phi21,WT,Repeat,6,6,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220429,24,Phi21,WT,Repeat,7,7,L-C-,OmpF,3,5,1.50E+08,Spotted 2uL
20220429,24,Phi21,WT,Repeat,8,8,L-C-,OmpF,0,0,0.00E+00,Spotted 2uL
20220429,24,Phi21,WT,Repeat,9,9,L-C-,OmpF,4,3,2.00E+06,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,1,L-C-,OmpF,13,1,6.50E+04,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,2,L-C-,OmpF,7,2,3.50E+05,Spotted 2uL
20220429,45,Phi21-P2-T21,WT,Continue,2,3,L-C-,OmpF,5,1,2.50E+04,Spotted 2uL
