"","Bacteria","Phage","Status"
"2094","T12_7","P2T9_C-F-_1",0
"2095","T12_8","P2T9_C-F-_1",0
"2096","T12_12","P2T9_C-F-_1",0
"2097","T12_13","P2T9_C-F-_1",0
"2098","T12_4","P2T9_C-F-_1",0
"2099","T12_1","P2T9_C-F-_1",0
"2100","T15_18","P2T9_C-F-_1",0
"2101","T15_9","P2T9_C-F-_1",0
"2102","T15_13","P2T9_C-F-_1",0
"2103","T15_21","P2T9_C-F-_1",0
"2104","T15_8","P2T9_C-F-_1",0
"2105","T15_20","P2T9_C-F-_1",0
"2106","T15_5","P2T9_C-F-_1",0
"2107","T15_16","P2T9_C-F-_1",0
"2108","T15_4","P2T9_C-F-_1",0
"2109","T15_12","P2T9_C-F-_1",0
"2110","T15_22","P2T9_C-F-_1",0
"2111","T15_25","P2T9_C-F-_1",0
"2112","T21_5","P2T9_C-F-_1",0
"2113","T15_1","P2T9_C-F-_1",0
"2114","T15_2","P2T9_C-F-_1",0
"2115","T15_10","P2T9_C-F-_1",0
"2116","T15_11","P2T9_C-F-_1",0
"2117","T15_19","P2T9_C-F-_1",0
"2118","T15_23","P2T9_C-F-_1",0
"2119","T15_24","P2T9_C-F-_1",0
"2120","T15_6","P2T9_C-F-_1",0
"2121","T21_2","P2T9_C-F-_1",0
"2122","T15_15","P2T9_C-F-_1",0
"2123","T15_3","P2T9_C-F-_1",0
"2124","T15_14","P2T9_C-F-_1",0
"2125","T18_9","P2T9_C-F-_1",0
"2126","T18_17","P2T9_C-F-_1",0
"2127","T18_19","P2T9_C-F-_1",0
"2128","T18_25","P2T9_C-F-_1",0
"2129","T18_21","P2T9_C-F-_1",0
"2130","T18_22","P2T9_C-F-_1",0
"2131","T15_7","P2T9_C-F-_1",0
"2132","T18_2","P2T9_C-F-_1",0
"2133","T18_3","P2T9_C-F-_1",0
"2134","T18_4","P2T9_C-F-_1",0
"2135","T18_6","P2T9_C-F-_1",0
"2136","T18_7","P2T9_C-F-_1",0
"2137","T18_15","P2T9_C-F-_1",0
"2138","T18_1","P2T9_C-F-_1",0
"2139","T18_24","P2T9_C-F-_1",0
"2140","T18_11","P2T9_C-F-_1",0
"2141","T18_12","P2T9_C-F-_1",0
"2142","T18_16","P2T9_C-F-_1",0
"2143","T18_18","P2T9_C-F-_1",0
"2144","T18_8","P2T9_C-F-_1",0
"2145","T18_13","P2T9_C-F-_1",0
"2146","T18_23","P2T9_C-F-_1",0
"2147","T18_10","P2T9_C-F-_1",0
"2148","T18_20","P2T9_C-F-_1",0
"2149","T18_26","P2T9_C-F-_1",0
"2150","T18_14","P2T9_C-F-_1",0
"2151","T12_11","P2T9_C-F-_1",0
"2152","T15_17","P2T9_C-F-_1",0
"2153","T18_5","P2T9_C-F-_1",0
"2154","T21_1","P2T9_C-F-_1",0
"2155","T21_3","P2T9_C-F-_1",0
"2156","T21_4","P2T9_C-F-_1",0
"2157","T21_6","P2T9_C-F-_1",0
"2158","T21_7","P2T9_C-F-_1",0
"2159","T21_8","P2T9_C-F-_1",0
"2160","T21_9","P2T9_C-F-_1",0
"2161","T21_10","P2T9_C-F-_1",0
"2162","T21_11","P2T9_C-F-_1",0
"2163","T21_12","P2T9_C-F-_1",0
"2164","T21_13","P2T9_C-F-_1",0
"2165","T21_14","P2T9_C-F-_1",0
"2166","T21_15","P2T9_C-F-_1",0
"2167","T21_16","P2T9_C-F-_1",0
"2168","T21_17","P2T9_C-F-_1",0
"2169","T21_18","P2T9_C-F-_1",0
"2170","T21_19","P2T9_C-F-_1",0
"2171","T21_20","P2T9_C-F-_1",0
"2172","T21_21","P2T9_C-F-_1",0
"2173","T21_22","P2T9_C-F-_1",0
"2174","T21_23","P2T9_C-F-_1",0
"2175","T21_24","P2T9_C-F-_1",0
"2176","T21_25","P2T9_C-F-_1",0
"2177","T3_2","P2T9_L-F-_2",1
"2178","T3_4","P2T9_L-F-_2",1
"2179","T3_6","P2T9_L-F-_2",1
"2180","T3_7","P2T9_L-F-_2",1
"2181","T3_8","P2T9_L-F-_2",1
"2182","T3_10","P2T9_L-F-_2",1
"2183","T3_11","P2T9_L-F-_2",1
"2184","T3_12","P2T9_L-F-_2",1
"2185","T3_13","P2T9_L-F-_2",1
"2186","T3_9","P2T9_L-F-_2",1
"2187","T3_3","P2T9_L-F-_2",1
"2188","T3_5","P2T9_L-F-_2",1
"2189","T3_1","P2T9_L-F-_2",1
"2190","T9_7","P2T9_L-F-_2",1
"2191","T9_3","P2T9_L-F-_2",1
"2192","T6_1","P2T9_L-F-_2",1
"2193","T6_2","P2T9_L-F-_2",0
"2194","T6_5","P2T9_L-F-_2",0
"2195","T6_6","P2T9_L-F-_2",0
"2196","T6_8","P2T9_L-F-_2",0
"2197","T6_10","P2T9_L-F-_2",0
"2198","T6_12","P2T9_L-F-_2",0
"2199","T9_9","P2T9_L-F-_2",0
"2200","T6_3","P2T9_L-F-_2",0
"2201","T6_4","P2T9_L-F-_2",0
"2202","T6_7","P2T9_L-F-_2",0
"2203","T6_9","P2T9_L-F-_2",0
"2204","T6_11","P2T9_L-F-_2",0
"2205","T6_13","P2T9_L-F-_2",0
"2206","T9_1","P2T9_L-F-_2",0
"2207","T9_2","P2T9_L-F-_2",0
"2208","T9_4","P2T9_L-F-_2",0
"2209","T9_5","P2T9_L-F-_2",0
"2210","T9_6","P2T9_L-F-_2",0
"2211","T9_8","P2T9_L-F-_2",0
"2212","T9_10","P2T9_L-F-_2",0
"2213","T9_11","P2T9_L-F-_2",0
"2214","T9_12","P2T9_L-F-_2",0
"2215","T9_13","P2T9_L-F-_2",0
"2216","T12_9","P2T9_L-F-_2",0
"2217","T12_10","P2T9_L-F-_2",0
"2218","T12_2","P2T9_L-F-_2",0
"2219","T12_3","P2T9_L-F-_2",0
"2220","T12_5","P2T9_L-F-_2",0
"2221","T12_6","P2T9_L-F-_2",0
"2222","T12_7","P2T9_L-F-_2",0
"2223","T12_8","P2T9_L-F-_2",0
"2224","T12_12","P2T9_L-F-_2",0
"2225","T12_13","P2T9_L-F-_2",0
"2226","T12_4","P2T9_L-F-_2",0
"2227","T12_1","P2T9_L-F-_2",0
"2228","T15_18","P2T9_L-F-_2",0
"2229","T15_9","P2T9_L-F-_2",0
"2230","T15_13","P2T9_L-F-_2",0
"2231","T15_21","P2T9_L-F-_2",0
"2232","T15_8","P2T9_L-F-_2",0
"2233","T15_20","P2T9_L-F-_2",0
"2234","T15_5","P2T9_L-F-_2",0
"2235","T15_16","P2T9_L-F-_2",0
"2236","T15_4","P2T9_L-F-_2",0
"2237","T15_12","P2T9_L-F-_2",0
"2238","T15_22","P2T9_L-F-_2",0
"2239","T15_25","P2T9_L-F-_2",0
"2240","T21_5","P2T9_L-F-_2",0
"2241","T15_1","P2T9_L-F-_2",0
"2242","T15_2","P2T9_L-F-_2",0
"2243","T15_10","P2T9_L-F-_2",0
"2244","T15_11","P2T9_L-F-_2",0
"2245","T15_19","P2T9_L-F-_2",0
"2246","T15_23","P2T9_L-F-_2",0
"2247","T15_24","P2T9_L-F-_2",0
"2248","T15_6","P2T9_L-F-_2",0
"2249","T21_2","P2T9_L-F-_2",0
"2250","T15_15","P2T9_L-F-_2",0
"2251","T15_3","P2T9_L-F-_2",0
"2252","T15_14","P2T9_L-F-_2",0
"2253","T18_9","P2T9_L-F-_2",0
"2254","T18_17","P2T9_L-F-_2",0
"2255","T18_19","P2T9_L-F-_2",0
"2256","T18_25","P2T9_L-F-_2",0
"2257","T18_21","P2T9_L-F-_2",0
"2258","T18_22","P2T9_L-F-_2",0
"2259","T15_7","P2T9_L-F-_2",0
"2260","T18_2","P2T9_L-F-_2",0
"2261","T18_3","P2T9_L-F-_2",0
"2262","T18_4","P2T9_L-F-_2",0
"2263","T18_6","P2T9_L-F-_2",0
"2264","T18_7","P2T9_L-F-_2",0
"2265","T18_15","P2T9_L-F-_2",0
"2266","T18_1","P2T9_L-F-_2",0
"2267","T18_24","P2T9_L-F-_2",0
"2268","T18_11","P2T9_L-F-_2",0
"2269","T18_12","P2T9_L-F-_2",0
"2270","T18_16","P2T9_L-F-_2",0
"2271","T18_18","P2T9_L-F-_2",0
"2272","T18_8","P2T9_L-F-_2",0
"2273","T18_13","P2T9_L-F-_2",0
"2274","T18_23","P2T9_L-F-_2",0
"2275","T18_10","P2T9_L-F-_2",0
"2276","T18_20","P2T9_L-F-_2",0
"2277","T18_26","P2T9_L-F-_2",0
"2278","T18_14","P2T9_L-F-_2",0
"2279","T12_11","P2T9_L-F-_2",0
"2280","T15_17","P2T9_L-F-_2",0
"2281","T18_5","P2T9_L-F-_2",0
"2282","T21_1","P2T9_L-F-_2",0
"2283","T21_3","P2T9_L-F-_2",0
"2284","T21_4","P2T9_L-F-_2",0
"2285","T21_6","P2T9_L-F-_2",0
"2286","T21_7","P2T9_L-F-_2",0
"2287","T21_8","P2T9_L-F-_2",0
"2288","T21_9","P2T9_L-F-_2",0
"2289","T21_10","P2T9_L-F-_2",0
"2290","T21_11","P2T9_L-F-_2",0
"2291","T21_12","P2T9_L-F-_2",0
"2292","T21_13","P2T9_L-F-_2",0
"2293","T21_14","P2T9_L-F-_2",0
"2294","T21_15","P2T9_L-F-_2",0
"2295","T21_16","P2T9_L-F-_2",0
"2296","T21_17","P2T9_L-F-_2",0
"2297","T21_18","P2T9_L-F-_2",0
"2298","T21_19","P2T9_L-F-_2",0
"2299","T21_20","P2T9_L-F-_2",0
"2300","T21_21","P2T9_L-F-_2",0
"2301","T21_22","P2T9_L-F-_2",0
"2302","T21_23","P2T9_L-F-_2",0
"2303","T21_24","P2T9_L-F-_2",0
"2304","T21_25","P2T9_L-F-_2",0
"2305","T3_2","P2T6_WT_3",1
"2306","T3_4","P2T6_WT_3",1
"2307","T3_6","P2T6_WT_3",1
"2308","T3_7","P2T6_WT_3",1
"2309","T3_8","P2T6_WT_3",1
"2310","T3_10","P2T6_WT_3",1
"2311","T3_11","P2T6_WT_3",1
"2312","T3_12","P2T6_WT_3",1
"2313","T3_13","P2T6_WT_3",1
"2314","T3_9","P2T6_WT_3",1
"2315","T3_3","P2T6_WT_3",1
"2316","T3_5","P2T6_WT_3",1
"2317","T3_1","P2T6_WT_3",1
"2318","T9_7","P2T6_WT_3",1
"2319","T9_3","P2T6_WT_3",0
"2320","T6_1","P2T6_WT_3",0
"2321","T6_2","P2T6_WT_3",1
"2322","T6_5","P2T6_WT_3",1
"2323","T6_6","P2T6_WT_3",1
"2324","T6_8","P2T6_WT_3",1
"2325","T6_10","P2T6_WT_3",1
"2326","T6_12","P2T6_WT_3",1
"2327","T9_9","P2T6_WT_3",0
"2328","T6_3","P2T6_WT_3",0
"2329","T6_4","P2T6_WT_3",0
"2330","T6_7","P2T6_WT_3",0
"2331","T6_9","P2T6_WT_3",0
"2332","T6_11","P2T6_WT_3",0
"2333","T6_13","P2T6_WT_3",0
"2334","T9_1","P2T6_WT_3",0
"2335","T9_2","P2T6_WT_3",0
"2336","T9_4","P2T6_WT_3",0
"2337","T9_5","P2T6_WT_3",0
"2338","T9_6","P2T6_WT_3",0
"2339","T9_8","P2T6_WT_3",0
"2340","T9_10","P2T6_WT_3",0
"2341","T9_11","P2T6_WT_3",0
"2342","T9_12","P2T6_WT_3",0
"2343","T9_13","P2T6_WT_3",0
"2344","T12_9","P2T6_WT_3",0
"2345","T12_10","P2T6_WT_3",0
"2346","T12_2","P2T6_WT_3",0
"2347","T12_3","P2T6_WT_3",0
"2348","T12_5","P2T6_WT_3",0
"2349","T12_6","P2T6_WT_3",0
"2350","T12_7","P2T6_WT_3",0
"2351","T12_8","P2T6_WT_3",0
"2352","T12_12","P2T6_WT_3",0
"2353","T12_13","P2T6_WT_3",0
"2354","T12_4","P2T6_WT_3",0
"2355","T12_1","P2T6_WT_3",0
"2356","T15_18","P2T6_WT_3",0
"2357","T15_9","P2T6_WT_3",0
"2358","T15_13","P2T6_WT_3",0
"2359","T15_21","P2T6_WT_3",0
"2360","T15_8","P2T6_WT_3",0
"2361","T15_20","P2T6_WT_3",0
"2362","T15_5","P2T6_WT_3",0
"2363","T15_16","P2T6_WT_3",0
"2364","T15_4","P2T6_WT_3",0
"2365","T15_12","P2T6_WT_3",0
"2366","T15_22","P2T6_WT_3",0
"2367","T15_25","P2T6_WT_3",0
"2368","T21_5","P2T6_WT_3",0
"2369","T15_1","P2T6_WT_3",0
"2370","T15_2","P2T6_WT_3",0
"2371","T15_10","P2T6_WT_3",0
"2372","T15_11","P2T6_WT_3",0
"2373","T15_19","P2T6_WT_3",0
"2374","T15_23","P2T6_WT_3",0
"2375","T15_24","P2T6_WT_3",0
"2376","T15_6","P2T6_WT_3",0
"2377","T21_2","P2T6_WT_3",0
"2378","T15_15","P2T6_WT_3",0
"2379","T15_3","P2T6_WT_3",0
"2380","T15_14","P2T6_WT_3",0
"2381","T18_9","P2T6_WT_3",0
"2382","T18_17","P2T6_WT_3",0
"2383","T18_19","P2T6_WT_3",0
"2384","T18_25","P2T6_WT_3",0
"2385","T18_21","P2T6_WT_3",0
"2386","T18_22","P2T6_WT_3",0
"2387","T15_7","P2T6_WT_3",0
"2388","T18_2","P2T6_WT_3",0
"2389","T18_3","P2T6_WT_3",0
"2390","T18_4","P2T6_WT_3",0
"2391","T18_6","P2T6_WT_3",0
"2392","T18_7","P2T6_WT_3",0
"2393","T18_15","P2T6_WT_3",0
"2394","T18_1","P2T6_WT_3",0
"2395","T18_24","P2T6_WT_3",0
"2396","T18_11","P2T6_WT_3",0
"2397","T18_12","P2T6_WT_3",0
"2398","T18_16","P2T6_WT_3",0
"2399","T18_18","P2T6_WT_3",0
"2400","T18_8","P2T6_WT_3",0
"2401","T18_13","P2T6_WT_3",0
"2402","T18_23","P2T6_WT_3",0
"2403","T18_10","P2T6_WT_3",0
"2404","T18_20","P2T6_WT_3",0
"2405","T18_26","P2T6_WT_3",0
"2406","T18_14","P2T6_WT_3",0
"2407","T12_11","P2T6_WT_3",0
"2408","T15_17","P2T6_WT_3",0
"2409","T18_5","P2T6_WT_3",0
"2410","T21_1","P2T6_WT_3",0
"2411","T21_3","P2T6_WT_3",0
"2412","T21_4","P2T6_WT_3",0
"2413","T21_6","P2T6_WT_3",0
"2414","T21_7","P2T6_WT_3",0
"2415","T21_8","P2T6_WT_3",0
"2416","T21_9","P2T6_WT_3",0
"2417","T21_10","P2T6_WT_3",0
"2418","T21_11","P2T6_WT_3",0
"2419","T21_12","P2T6_WT_3",0
"2420","T21_13","P2T6_WT_3",0
"2421","T21_14","P2T6_WT_3",0
"2422","T21_15","P2T6_WT_3",0
"2423","T21_16","P2T6_WT_3",0
"2424","T21_17","P2T6_WT_3",0
"2425","T21_18","P2T6_WT_3",0
"2426","T21_19","P2T6_WT_3",0
"2427","T21_20","P2T6_WT_3",0
"2428","T21_21","P2T6_WT_3",0
"2429","T21_22","P2T6_WT_3",0
"2430","T21_23","P2T6_WT_3",0
"2431","T21_24","P2T6_WT_3",0
"2432","T21_25","P2T6_WT_3",0
"2433","T3_2","P2T6_WT_2",1
"2434","T3_4","P2T6_WT_2",1
"2435","T3_6","P2T6_WT_2",1
"2436","T3_7","P2T6_WT_2",1
"2437","T3_8","P2T6_WT_2",1
"2438","T3_10","P2T6_WT_2",1
"2439","T3_11","P2T6_WT_2",1
"2440","T3_12","P2T6_WT_2",1
"2441","T3_13","P2T6_WT_2",1
"2442","T3_9","P2T6_WT_2",1
"2443","T3_3","P2T6_WT_2",1
"2444","T3_5","P2T6_WT_2",1
"2445","T3_1","P2T6_WT_2",1
"2446","T9_7","P2T6_WT_2",1
"2447","T9_3","P2T6_WT_2",0
"2448","T6_1","P2T6_WT_2",1
"2449","T6_2","P2T6_WT_2",1
"2450","T6_5","P2T6_WT_2",1
"2451","T6_6","P2T6_WT_2",1
"2452","T6_8","P2T6_WT_2",1
"2453","T6_10","P2T6_WT_2",1
"2454","T6_12","P2T6_WT_2",1
"2455","T9_9","P2T6_WT_2",0
"2456","T6_3","P2T6_WT_2",0
"2457","T6_4","P2T6_WT_2",0
"2458","T6_7","P2T6_WT_2",0
"2459","T6_9","P2T6_WT_2",0
"2460","T6_11","P2T6_WT_2",0
"2461","T6_13","P2T6_WT_2",0
"2462","T9_1","P2T6_WT_2",0
"2463","T9_2","P2T6_WT_2",0
"2464","T9_4","P2T6_WT_2",0
"2465","T9_5","P2T6_WT_2",0
"2466","T9_6","P2T6_WT_2",0
"2467","T9_8","P2T6_WT_2",0
"2468","T9_10","P2T6_WT_2",0
"2469","T9_11","P2T6_WT_2",0
"2470","T9_12","P2T6_WT_2",0
"2471","T9_13","P2T6_WT_2",0
"2472","T12_9","P2T6_WT_2",0
"2473","T12_10","P2T6_WT_2",0
"2474","T12_2","P2T6_WT_2",0
"2475","T12_3","P2T6_WT_2",0
"2476","T12_5","P2T6_WT_2",0
"2477","T12_6","P2T6_WT_2",0
"2478","T12_7","P2T6_WT_2",0
"2479","T12_8","P2T6_WT_2",0
"2480","T12_12","P2T6_WT_2",0
"2481","T12_13","P2T6_WT_2",0
"2482","T12_4","P2T6_WT_2",0
"2483","T12_1","P2T6_WT_2",0
"2484","T15_18","P2T6_WT_2",0
"2485","T15_9","P2T6_WT_2",0
"2486","T15_13","P2T6_WT_2",0
"2487","T15_21","P2T6_WT_2",0
"2488","T15_8","P2T6_WT_2",0
"2489","T15_20","P2T6_WT_2",0
"2490","T15_5","P2T6_WT_2",0
"2491","T15_16","P2T6_WT_2",0
"2492","T15_4","P2T6_WT_2",0
"2493","T15_12","P2T6_WT_2",0
"2494","T15_22","P2T6_WT_2",0
"2495","T15_25","P2T6_WT_2",0
"2496","T21_5","P2T6_WT_2",0
"2497","T15_1","P2T6_WT_2",0
"2498","T15_2","P2T6_WT_2",0
"2499","T15_10","P2T6_WT_2",0
"2500","T15_11","P2T6_WT_2",0
"2501","T15_19","P2T6_WT_2",0
"2502","T15_23","P2T6_WT_2",0
"2503","T15_24","P2T6_WT_2",0
"2504","T15_6","P2T6_WT_2",0
"2505","T21_2","P2T6_WT_2",0
"2506","T15_15","P2T6_WT_2",0
"2507","T15_3","P2T6_WT_2",0
"2508","T15_14","P2T6_WT_2",0
"2509","T18_9","P2T6_WT_2",0
"2510","T18_17","P2T6_WT_2",0
"2511","T18_19","P2T6_WT_2",0
"2512","T18_25","P2T6_WT_2",0
"2513","T18_21","P2T6_WT_2",0
"2514","T18_22","P2T6_WT_2",0
"2515","T15_7","P2T6_WT_2",0
"2516","T18_2","P2T6_WT_2",0
"2517","T18_3","P2T6_WT_2",0
"2518","T18_4","P2T6_WT_2",0
"2519","T18_6","P2T6_WT_2",0
"2520","T18_7","P2T6_WT_2",0
"2521","T18_15","P2T6_WT_2",0
"2522","T18_1","P2T6_WT_2",0
"2523","T18_24","P2T6_WT_2",0
"2524","T18_11","P2T6_WT_2",0
"2525","T18_12","P2T6_WT_2",0
"2526","T18_16","P2T6_WT_2",0
"2527","T18_18","P2T6_WT_2",0
"2528","T18_8","P2T6_WT_2",0
"2529","T18_13","P2T6_WT_2",0
"2530","T18_23","P2T6_WT_2",0
"2531","T18_10","P2T6_WT_2",0
"2532","T18_20","P2T6_WT_2",0
"2533","T18_26","P2T6_WT_2",0
"2534","T18_14","P2T6_WT_2",0
"2535","T12_11","P2T6_WT_2",0
"2536","T15_17","P2T6_WT_2",0
"2537","T18_5","P2T6_WT_2",0
"2538","T21_1","P2T6_WT_2",0
"2539","T21_3","P2T6_WT_2",0
"2540","T21_4","P2T6_WT_2",0
"2541","T21_6","P2T6_WT_2",0
"2542","T21_7","P2T6_WT_2",0
"2543","T21_8","P2T6_WT_2",0
"2544","T21_9","P2T6_WT_2",0
"2545","T21_10","P2T6_WT_2",0
"2546","T21_11","P2T6_WT_2",0
"2547","T21_12","P2T6_WT_2",0
"2548","T21_13","P2T6_WT_2",0
"2549","T21_14","P2T6_WT_2",0
"2550","T21_15","P2T6_WT_2",0
"2551","T21_16","P2T6_WT_2",0
"2552","T21_17","P2T6_WT_2",0
"2553","T21_18","P2T6_WT_2",0
"2554","T21_19","P2T6_WT_2",0
"2555","T21_20","P2T6_WT_2",0
"2556","T21_21","P2T6_WT_2",0
"2557","T21_22","P2T6_WT_2",0
"2558","T21_23","P2T6_WT_2",0
"2559","T21_24","P2T6_WT_2",0
"2560","T21_25","P2T6_WT_2",0
"2561","T3_2","P2T9_WT_2",1
"2562","T3_4","P2T9_WT_2",1
"2563","T3_6","P2T9_WT_2",1
"2564","T3_7","P2T9_WT_2",1
"2565","T3_8","P2T9_WT_2",1
"2566","T3_10","P2T9_WT_2",1
"2567","T3_11","P2T9_WT_2",1
"2568","T3_12","P2T9_WT_2",1
"2569","T3_13","P2T9_WT_2",1
"2570","T3_9","P2T9_WT_2",1
"2571","T3_3","P2T9_WT_2",1
"2572","T3_5","P2T9_WT_2",1
"2573","T3_1","P2T9_WT_2",1
"2574","T9_7","P2T9_WT_2",1
"2575","T9_3","P2T9_WT_2",1
"2576","T6_1","P2T9_WT_2",0
"2577","T6_2","P2T9_WT_2",1
"2578","T6_5","P2T9_WT_2",1
"2579","T6_6","P2T9_WT_2",1
"2580","T6_8","P2T9_WT_2",1
"2581","T6_10","P2T9_WT_2",1
"2582","T6_12","P2T9_WT_2",1
"2583","T9_9","P2T9_WT_2",0
"2584","T6_3","P2T9_WT_2",0
"2585","T6_4","P2T9_WT_2",0
"2586","T6_7","P2T9_WT_2",0
"2587","T6_9","P2T9_WT_2",0
"2588","T6_11","P2T9_WT_2",0
"2589","T6_13","P2T9_WT_2",0
"2590","T9_1","P2T9_WT_2",0
"2591","T9_2","P2T9_WT_2",0
"2592","T9_4","P2T9_WT_2",0
"2593","T9_5","P2T9_WT_2",0
"2594","T9_6","P2T9_WT_2",0
"2595","T9_8","P2T9_WT_2",0
"2596","T9_10","P2T9_WT_2",0
"2597","T9_11","P2T9_WT_2",0
"2598","T9_12","P2T9_WT_2",0
"2599","T9_13","P2T9_WT_2",0
"2600","T12_9","P2T9_WT_2",0
"2601","T12_10","P2T9_WT_2",0
"2602","T12_2","P2T9_WT_2",0
"2603","T12_3","P2T9_WT_2",0
"2604","T12_5","P2T9_WT_2",0
"2605","T12_6","P2T9_WT_2",0
"2606","T12_7","P2T9_WT_2",0
"2607","T12_8","P2T9_WT_2",0
"2608","T12_12","P2T9_WT_2",0
"2609","T12_13","P2T9_WT_2",0
"2610","T12_4","P2T9_WT_2",0
"2611","T12_1","P2T9_WT_2",0
"2612","T15_18","P2T9_WT_2",0
"2613","T15_9","P2T9_WT_2",0
"2614","T15_13","P2T9_WT_2",0
"2615","T15_21","P2T9_WT_2",0
"2616","T15_8","P2T9_WT_2",0
"2617","T15_20","P2T9_WT_2",0
"2618","T15_5","P2T9_WT_2",0
"2619","T15_16","P2T9_WT_2",0
"2620","T15_4","P2T9_WT_2",0
"2621","T15_12","P2T9_WT_2",0
"2622","T15_22","P2T9_WT_2",0
"2623","T15_25","P2T9_WT_2",0
"2624","T21_5","P2T9_WT_2",0
"2625","T15_1","P2T9_WT_2",0
"2626","T15_2","P2T9_WT_2",0
"2627","T15_10","P2T9_WT_2",0
"2628","T15_11","P2T9_WT_2",0
"2629","T15_19","P2T9_WT_2",0
"2630","T15_23","P2T9_WT_2",0
"2631","T15_24","P2T9_WT_2",0
"2632","T15_6","P2T9_WT_2",0
"2633","T21_2","P2T9_WT_2",0
"2634","T15_15","P2T9_WT_2",0
"2635","T15_3","P2T9_WT_2",0
"2636","T15_14","P2T9_WT_2",0
"2637","T18_9","P2T9_WT_2",0
"2638","T18_17","P2T9_WT_2",0
"2639","T18_19","P2T9_WT_2",0
"2640","T18_25","P2T9_WT_2",0
"2641","T18_21","P2T9_WT_2",0
"2642","T18_22","P2T9_WT_2",0
"2643","T15_7","P2T9_WT_2",0
"2644","T18_2","P2T9_WT_2",0
"2645","T18_3","P2T9_WT_2",0
"2646","T18_4","P2T9_WT_2",0
"2647","T18_6","P2T9_WT_2",0
"2648","T18_7","P2T9_WT_2",0
"2649","T18_15","P2T9_WT_2",0
"2650","T18_1","P2T9_WT_2",0
"2651","T18_24","P2T9_WT_2",0
"2652","T18_11","P2T9_WT_2",0
"2653","T18_12","P2T9_WT_2",0
"2654","T18_16","P2T9_WT_2",0
"2655","T18_18","P2T9_WT_2",0
"2656","T18_8","P2T9_WT_2",0
"2657","T18_13","P2T9_WT_2",0
"2658","T18_23","P2T9_WT_2",0
"2659","T18_10","P2T9_WT_2",0
"2660","T18_20","P2T9_WT_2",0
"2661","T18_26","P2T9_WT_2",0
"2662","T18_14","P2T9_WT_2",0
"2663","T12_11","P2T9_WT_2",0
"2664","T15_17","P2T9_WT_2",0
"2665","T18_5","P2T9_WT_2",0
"2666","T21_1","P2T9_WT_2",0
"2667","T21_3","P2T9_WT_2",0
"2668","T21_4","P2T9_WT_2",0
"2669","T21_6","P2T9_WT_2",0
"2670","T21_7","P2T9_WT_2",0
"2671","T21_8","P2T9_WT_2",0
"2672","T21_9","P2T9_WT_2",0
"2673","T21_10","P2T9_WT_2",0
"2674","T21_11","P2T9_WT_2",0
"2675","T21_12","P2T9_WT_2",0
"2676","T21_13","P2T9_WT_2",0
"2677","T21_14","P2T9_WT_2",0
"2678","T21_15","P2T9_WT_2",0
"2679","T21_16","P2T9_WT_2",0
"2680","T21_17","P2T9_WT_2",0
"2681","T21_18","P2T9_WT_2",0
"2682","T21_19","P2T9_WT_2",0
"2683","T21_20","P2T9_WT_2",0
"2684","T21_21","P2T9_WT_2",0
"2685","T21_22","P2T9_WT_2",0
"2686","T21_23","P2T9_WT_2",0
"2687","T21_24","P2T9_WT_2",0
"2688","T21_25","P2T9_WT_2",0
"2689","T3_2","P2T6_WT_1",1
"2690","T3_4","P2T6_WT_1",1
"2691","T3_6","P2T6_WT_1",1
"2692","T3_7","P2T6_WT_1",1
"2693","T3_8","P2T6_WT_1",1
"2694","T3_10","P2T6_WT_1",1
"2695","T3_11","P2T6_WT_1",1
"2696","T3_12","P2T6_WT_1",1
"2697","T3_13","P2T6_WT_1",1
"2698","T3_9","P2T6_WT_1",1
"2699","T3_3","P2T6_WT_1",1
"2700","T3_5","P2T6_WT_1",1
"2701","T3_1","P2T6_WT_1",1
"2702","T9_7","P2T6_WT_1",1
"2703","T9_3","P2T6_WT_1",1
"2704","T6_1","P2T6_WT_1",1
"2705","T6_2","P2T6_WT_1",1
"2706","T6_5","P2T6_WT_1",1
"2707","T6_6","P2T6_WT_1",1
"2708","T6_8","P2T6_WT_1",1
"2709","T6_10","P2T6_WT_1",1
"2710","T6_12","P2T6_WT_1",1
"2711","T9_9","P2T6_WT_1",1
"2712","T6_3","P2T6_WT_1",0
"2713","T6_4","P2T6_WT_1",0
"2714","T6_7","P2T6_WT_1",0
"2715","T6_9","P2T6_WT_1",0
"2716","T6_11","P2T6_WT_1",0
"2717","T6_13","P2T6_WT_1",0
"2718","T9_1","P2T6_WT_1",0
"2719","T9_2","P2T6_WT_1",0
"2720","T9_4","P2T6_WT_1",0
"2721","T9_5","P2T6_WT_1",0
"2722","T9_6","P2T6_WT_1",0
"2723","T9_8","P2T6_WT_1",0
"2724","T9_10","P2T6_WT_1",0
"2725","T9_11","P2T6_WT_1",0
"2726","T9_12","P2T6_WT_1",0
"2727","T9_13","P2T6_WT_1",0
"2728","T12_9","P2T6_WT_1",0
"2729","T12_10","P2T6_WT_1",0
"2730","T12_2","P2T6_WT_1",0
"2731","T12_3","P2T6_WT_1",0
"2732","T12_5","P2T6_WT_1",0
"2733","T12_6","P2T6_WT_1",0
"2734","T12_7","P2T6_WT_1",0
"2735","T12_8","P2T6_WT_1",0
"2736","T12_12","P2T6_WT_1",0
"2737","T12_13","P2T6_WT_1",0
"2738","T12_4","P2T6_WT_1",0
