"","Phage","Bacteria","Status"
"6127","P2T21_C-F-_3","T15_22",0
"6128","P2T21_L-F-_1","T15_22",0
"6129","P2T21_L-F-_2","T15_22",0
"6130","P2T21_L-F-_3","T15_22",0
"6131","P2T21_L-C-_1","T15_22",0
"6132","P2T21_L-C-_2","T15_22",0
"6133","P2T21_L-C-_3","T15_22",0
"6134","P2T24_WT_1","T15_22",1
"6135","P2T24_WT_2","T15_22",0
"6136","P2T24_WT_3","T15_22",1
"6137","P2T24_C-F-_1","T15_22",1
"6138","P2T24_C-F-_2","T15_22",1
"6139","P2T24_C-F-_3","T15_22",1
"6140","P2T24_L-C-_1","T15_22",0
"6141","P2T24_L-C-_2","T15_22",0
"6142","P2T24_L-C-_3","T15_22",1
"6143","P2T3_WT_1","T15_23",0
"6144","P2T3_WT_2","T15_23",0
"6145","P2T3_WT_3","T15_23",0
"6146","P2T3_C-F-_1","T15_23",0
"6147","P2T3_C-F-_2","T15_23",0
"6148","P2T3_C-F-_3","T15_23",0
"6149","P2T3_L-F-_1","T15_23",0
"6150","P2T3_L-F-_2","T15_23",0
"6151","P2T3_L-F-_3","T15_23",0
"6152","P2T6_WT_1","T15_23",0
"6153","P2T6_WT_2","T15_23",0
"6154","P2T6_WT_3","T15_23",0
"6155","P2T6_C-F-_1","T15_23",0
"6156","P2T6_C-F-_2","T15_23",0
"6157","P2T6_C-F-_3","T15_23",0
"6158","P2T6_L-F-_1","T15_23",0
"6159","P2T6_L-F-_2","T15_23",0
"6160","P2T6_L-F-_3","T15_23",0
"6161","P2T9_WT_1","T15_23",0
"6162","P2T9_WT_2","T15_23",0
"6163","P2T9_WT_3","T15_23",0
"6164","P2T9_C-F-_1","T15_23",0
"6165","P2T9_C-F-_2","T15_23",0
"6166","P2T9_C-F-_3","T15_23",0
"6167","P2T9_L-F-_1","T15_23",0
"6168","P2T9_L-F-_2","T15_23",0
"6169","P2T9_L-F-_3","T15_23",0
"6170","P2T9_L-C-_1","T15_23",0
"6171","P2T9_L-C-_2","T15_23",0
"6172","P2T9_L-C-_3","T15_23",0
"6173","P2T12_WT_1","T15_23",0
"6174","P2T12_WT_2","T15_23",0
"6175","P2T12_WT_3","T15_23",0
"6176","P2T12_C-F-_1","T15_23",0
"6177","P2T12_C-F-_2","T15_23",0
"6178","P2T12_L-F-_1","T15_23",0
"6179","P2T12_L-F-_2","T15_23",0
"6180","P2T12_L-F-_3","T15_23",0
"6181","P2T12_L-C-_1","T15_23",0
"6182","P2T12_L-C-_2","T15_23",0
"6183","P2T12_L-C-_3","T15_23",0
"6184","P2T15_WT_1","T15_23",0
"6185","P2T15_WT_2","T15_23",0
"6186","P2T15_WT_3","T15_23",0
"6187","P2T15_C-F-_1","T15_23",1
"6188","P2T15_C-F-_2","T15_23",1
"6189","P2T15_C-F-_3","T15_23",1
"6190","P2T15_L-F-_1","T15_23",0
"6191","P2T15_L-F-_2","T15_23",0
"6192","P2T15_L-F-_3","T15_23",0
"6193","P2T15_L-C-_1","T15_23",0
"6194","P2T15_L-C-_2","T15_23",0
"6195","P2T15_L-C-_3","T15_23",0
"6196","P2T18_WT_1","T15_23",1
"6197","P2T18_WT_2","T15_23",1
"6198","P2T18_WT_3","T15_23",1
"6199","P2T18_C-F-_1","T15_23",1
"6200","P2T18_C-F-_2","T15_23",1
"6201","P2T18_C-F-_3","T15_23",1
"6202","P2T18_L-C-_1","T15_23",1
"6203","P2T18_L-C-_2","T15_23",1
"6204","P2T18_L-C-_3","T15_23",1
"6205","P2T21_WT_1","T15_23",0
"6206","P2T21_WT_2","T15_23",0
"6207","P2T21_WT_3","T15_23",0
"6208","P2T21_C-F-_1","T15_23",0
"6209","P2T21_C-F-_2","T15_23",0
"6210","P2T21_C-F-_3","T15_23",0
"6211","P2T21_L-F-_1","T15_23",0
"6212","P2T21_L-F-_2","T15_23",0
"6213","P2T21_L-F-_3","T15_23",0
"6214","P2T21_L-C-_1","T15_23",0
"6215","P2T21_L-C-_2","T15_23",0
"6216","P2T21_L-C-_3","T15_23",0
"6217","P2T24_WT_1","T15_23",1
"6218","P2T24_WT_2","T15_23",0
"6219","P2T24_WT_3","T15_23",1
"6220","P2T24_C-F-_1","T15_23",1
"6221","P2T24_C-F-_2","T15_23",1
"6222","P2T24_C-F-_3","T15_23",1
"6223","P2T24_L-C-_1","T15_23",0
"6224","P2T24_L-C-_2","T15_23",0
"6225","P2T24_L-C-_3","T15_23",1
"6226","P2T3_WT_1","T15_24",0
"6227","P2T3_WT_2","T15_24",0
"6228","P2T3_WT_3","T15_24",0
"6229","P2T3_C-F-_1","T15_24",0
"6230","P2T3_C-F-_2","T15_24",0
"6231","P2T3_C-F-_3","T15_24",0
"6232","P2T3_L-F-_1","T15_24",0
"6233","P2T3_L-F-_2","T15_24",0
"6234","P2T3_L-F-_3","T15_24",0
"6235","P2T6_WT_1","T15_24",0
"6236","P2T6_WT_2","T15_24",0
"6237","P2T6_WT_3","T15_24",0
"6238","P2T6_C-F-_1","T15_24",0
"6239","P2T6_C-F-_2","T15_24",0
"6240","P2T6_C-F-_3","T15_24",0
"6241","P2T6_L-F-_1","T15_24",0
"6242","P2T6_L-F-_2","T15_24",0
"6243","P2T6_L-F-_3","T15_24",0
"6244","P2T9_WT_1","T15_24",0
"6245","P2T9_WT_2","T15_24",0
"6246","P2T9_WT_3","T15_24",0
"6247","P2T9_C-F-_1","T15_24",0
"6248","P2T9_C-F-_2","T15_24",0
"6249","P2T9_C-F-_3","T15_24",0
"6250","P2T9_L-F-_1","T15_24",0
"6251","P2T9_L-F-_2","T15_24",0
"6252","P2T9_L-F-_3","T15_24",0
"6253","P2T9_L-C-_1","T15_24",0
"6254","P2T9_L-C-_2","T15_24",0
"6255","P2T9_L-C-_3","T15_24",0
"6256","P2T12_WT_1","T15_24",0
"6257","P2T12_WT_2","T15_24",0
"6258","P2T12_WT_3","T15_24",0
"6259","P2T12_C-F-_1","T15_24",0
"6260","P2T12_C-F-_2","T15_24",0
"6261","P2T12_L-F-_1","T15_24",0
"6262","P2T12_L-F-_2","T15_24",0
"6263","P2T12_L-F-_3","T15_24",0
"6264","P2T12_L-C-_1","T15_24",0
"6265","P2T12_L-C-_2","T15_24",0
"6266","P2T12_L-C-_3","T15_24",0
"6267","P2T15_WT_1","T15_24",0
"6268","P2T15_WT_2","T15_24",0
"6269","P2T15_WT_3","T15_24",0
"6270","P2T15_C-F-_1","T15_24",1
"6271","P2T15_C-F-_2","T15_24",1
"6272","P2T15_C-F-_3","T15_24",1
"6273","P2T15_L-F-_1","T15_24",0
"6274","P2T15_L-F-_2","T15_24",0
"6275","P2T15_L-F-_3","T15_24",0
"6276","P2T15_L-C-_1","T15_24",0
"6277","P2T15_L-C-_2","T15_24",0
"6278","P2T15_L-C-_3","T15_24",0
"6279","P2T18_WT_1","T15_24",1
"6280","P2T18_WT_2","T15_24",1
"6281","P2T18_WT_3","T15_24",1
"6282","P2T18_C-F-_1","T15_24",1
"6283","P2T18_C-F-_2","T15_24",1
"6284","P2T18_C-F-_3","T15_24",1
"6285","P2T18_L-C-_1","T15_24",1
"6286","P2T18_L-C-_2","T15_24",1
"6287","P2T18_L-C-_3","T15_24",1
"6288","P2T21_WT_1","T15_24",0
"6289","P2T21_WT_2","T15_24",0
"6290","P2T21_WT_3","T15_24",0
"6291","P2T21_C-F-_1","T15_24",0
"6292","P2T21_C-F-_2","T15_24",0
"6293","P2T21_C-F-_3","T15_24",0
"6294","P2T21_L-F-_1","T15_24",0
"6295","P2T21_L-F-_2","T15_24",0
"6296","P2T21_L-F-_3","T15_24",0
"6297","P2T21_L-C-_1","T15_24",0
"6298","P2T21_L-C-_2","T15_24",0
"6299","P2T21_L-C-_3","T15_24",0
"6300","P2T24_WT_1","T15_24",1
"6301","P2T24_WT_2","T15_24",1
"6302","P2T24_WT_3","T15_24",1
"6303","P2T24_C-F-_1","T15_24",1
"6304","P2T24_C-F-_2","T15_24",1
"6305","P2T24_C-F-_3","T15_24",1
"6306","P2T24_L-C-_1","T15_24",0
"6307","P2T24_L-C-_2","T15_24",0
"6308","P2T24_L-C-_3","T15_24",1
"6309","P2T3_WT_1","T15_25",0
"6310","P2T3_WT_2","T15_25",0
"6311","P2T3_WT_3","T15_25",0
"6312","P2T3_C-F-_1","T15_25",0
"6313","P2T3_C-F-_2","T15_25",0
"6314","P2T3_C-F-_3","T15_25",0
"6315","P2T3_L-F-_1","T15_25",0
"6316","P2T3_L-F-_2","T15_25",0
"6317","P2T3_L-F-_3","T15_25",0
"6318","P2T6_WT_1","T15_25",0
"6319","P2T6_WT_2","T15_25",0
"6320","P2T6_WT_3","T15_25",0
"6321","P2T6_C-F-_1","T15_25",0
"6322","P2T6_C-F-_2","T15_25",0
"6323","P2T6_C-F-_3","T15_25",0
"6324","P2T6_L-F-_1","T15_25",0
"6325","P2T6_L-F-_2","T15_25",0
"6326","P2T6_L-F-_3","T15_25",0
"6327","P2T9_WT_1","T15_25",0
"6328","P2T9_WT_2","T15_25",0
"6329","P2T9_WT_3","T15_25",0
"6330","P2T9_C-F-_1","T15_25",0
"6331","P2T9_C-F-_2","T15_25",0
"6332","P2T9_C-F-_3","T15_25",0
"6333","P2T9_L-F-_1","T15_25",0
"6334","P2T9_L-F-_2","T15_25",0
"6335","P2T9_L-F-_3","T15_25",0
"6336","P2T9_L-C-_1","T15_25",0
"6337","P2T9_L-C-_2","T15_25",0
"6338","P2T9_L-C-_3","T15_25",0
"6339","P2T12_WT_1","T15_25",0
"6340","P2T12_WT_2","T15_25",0
"6341","P2T12_WT_3","T15_25",0
"6342","P2T12_C-F-_1","T15_25",0
"6343","P2T12_C-F-_2","T15_25",0
"6344","P2T12_L-F-_1","T15_25",0
"6345","P2T12_L-F-_2","T15_25",0
"6346","P2T12_L-F-_3","T15_25",0
"6347","P2T12_L-C-_1","T15_25",0
"6348","P2T12_L-C-_2","T15_25",0
"6349","P2T12_L-C-_3","T15_25",0
"6350","P2T15_WT_1","T15_25",1
"6351","P2T15_WT_2","T15_25",0
"6352","P2T15_WT_3","T15_25",0
"6353","P2T15_C-F-_1","T15_25",1
"6354","P2T15_C-F-_2","T15_25",1
"6355","P2T15_C-F-_3","T15_25",1
"6356","P2T15_L-F-_1","T15_25",0
"6357","P2T15_L-F-_2","T15_25",0
"6358","P2T15_L-F-_3","T15_25",0
"6359","P2T15_L-C-_1","T15_25",0
"6360","P2T15_L-C-_2","T15_25",0
"6361","P2T15_L-C-_3","T15_25",0
"6362","P2T18_WT_1","T15_25",1
"6363","P2T18_WT_2","T15_25",1
"6364","P2T18_WT_3","T15_25",1
"6365","P2T18_C-F-_1","T15_25",1
"6366","P2T18_C-F-_2","T15_25",1
"6367","P2T18_C-F-_3","T15_25",1
"6368","P2T18_L-C-_1","T15_25",1
"6369","P2T18_L-C-_2","T15_25",1
"6370","P2T18_L-C-_3","T15_25",1
"6371","P2T21_WT_1","T15_25",0
"6372","P2T21_WT_2","T15_25",0
"6373","P2T21_WT_3","T15_25",0
"6374","P2T21_C-F-_1","T15_25",0
"6375","P2T21_C-F-_2","T15_25",0
"6376","P2T21_C-F-_3","T15_25",0
"6377","P2T21_L-F-_1","T15_25",0
"6378","P2T21_L-F-_2","T15_25",0
"6379","P2T21_L-F-_3","T15_25",0
"6380","P2T21_L-C-_1","T15_25",0
"6381","P2T21_L-C-_2","T15_25",0
"6382","P2T21_L-C-_3","T15_25",0
"6383","P2T24_WT_1","T15_25",1
"6384","P2T24_WT_2","T15_25",1
"6385","P2T24_WT_3","T15_25",1
"6386","P2T24_C-F-_1","T15_25",1
"6387","P2T24_C-F-_2","T15_25",1
"6388","P2T24_C-F-_3","T15_25",1
"6389","P2T24_L-C-_1","T15_25",0
"6390","P2T24_L-C-_2","T15_25",0
"6391","P2T24_L-C-_3","T15_25",1
"6392","P2T3_WT_1","T18_1",0
"6393","P2T3_WT_2","T18_1",0
"6394","P2T3_WT_3","T18_1",0
"6395","P2T3_C-F-_1","T18_1",0
"6396","P2T3_C-F-_2","T18_1",0
"6397","P2T3_C-F-_3","T18_1",0
"6398","P2T3_L-F-_1","T18_1",0
"6399","P2T3_L-F-_2","T18_1",0
"6400","P2T3_L-F-_3","T18_1",0
"6401","P2T6_WT_1","T18_1",0
"6402","P2T6_WT_2","T18_1",0
"6403","P2T6_WT_3","T18_1",0
"6404","P2T6_C-F-_1","T18_1",0
"6405","P2T6_C-F-_2","T18_1",0
"6406","P2T6_C-F-_3","T18_1",0
"6407","P2T6_L-F-_1","T18_1",0
"6408","P2T6_L-F-_2","T18_1",0
"6409","P2T6_L-F-_3","T18_1",0
"6410","P2T9_WT_1","T18_1",0
"6411","P2T9_WT_2","T18_1",0
"6412","P2T9_WT_3","T18_1",0
"6413","P2T9_C-F-_1","T18_1",0
"6414","P2T9_C-F-_2","T18_1",0
"6415","P2T9_C-F-_3","T18_1",0
"6416","P2T9_L-F-_1","T18_1",0
"6417","P2T9_L-F-_2","T18_1",0
"6418","P2T9_L-F-_3","T18_1",0
"6419","P2T9_L-C-_1","T18_1",0
"6420","P2T9_L-C-_2","T18_1",0
"6421","P2T9_L-C-_3","T18_1",0
"6422","P2T12_WT_1","T18_1",0
"6423","P2T12_WT_2","T18_1",0
"6424","P2T12_WT_3","T18_1",0
"6425","P2T12_C-F-_1","T18_1",0
"6426","P2T12_C-F-_2","T18_1",0
"6427","P2T12_L-F-_1","T18_1",0
"6428","P2T12_L-F-_2","T18_1",0
"6429","P2T12_L-F-_3","T18_1",0
"6430","P2T12_L-C-_1","T18_1",0
"6431","P2T12_L-C-_2","T18_1",0
"6432","P2T12_L-C-_3","T18_1",0
"6433","P2T15_WT_1","T18_1",0
"6434","P2T15_WT_2","T18_1",0
"6435","P2T15_WT_3","T18_1",0
"6436","P2T15_C-F-_1","T18_1",0
"6437","P2T15_C-F-_2","T18_1",0
"6438","P2T15_C-F-_3","T18_1",0
"6439","P2T15_L-F-_1","T18_1",0
"6440","P2T15_L-F-_2","T18_1",0
"6441","P2T15_L-F-_3","T18_1",0
"6442","P2T15_L-C-_1","T18_1",0
"6443","P2T15_L-C-_2","T18_1",0
"6444","P2T15_L-C-_3","T18_1",0
"6445","P2T18_WT_1","T18_1",0
"6446","P2T18_WT_2","T18_1",0
"6447","P2T18_WT_3","T18_1",0
"6448","P2T18_C-F-_1","T18_1",0
"6449","P2T18_C-F-_2","T18_1",0
"6450","P2T18_C-F-_3","T18_1",0
"6451","P2T18_L-C-_1","T18_1",0
"6452","P2T18_L-C-_2","T18_1",0
"6453","P2T18_L-C-_3","T18_1",0
"6454","P2T21_WT_1","T18_1",0
"6455","P2T21_WT_2","T18_1",1
"6456","P2T21_WT_3","T18_1",1
"6457","P2T21_C-F-_1","T18_1",1
"6458","P2T21_C-F-_2","T18_1",1
"6459","P2T21_C-F-_3","T18_1",1
"6460","P2T21_L-F-_1","T18_1",0
"6461","P2T21_L-F-_2","T18_1",1
"6462","P2T21_L-F-_3","T18_1",1
"6463","P2T21_L-C-_1","T18_1",1
"6464","P2T21_L-C-_2","T18_1",1
"6465","P2T21_L-C-_3","T18_1",0
"6466","P2T24_WT_1","T18_1",0
"6467","P2T24_WT_2","T18_1",0
"6468","P2T24_WT_3","T18_1",0
"6469","P2T24_C-F-_1","T18_1",0
"6470","P2T24_C-F-_2","T18_1",0
"6471","P2T24_C-F-_3","T18_1",0
"6472","P2T24_L-C-_1","T18_1",0
"6473","P2T24_L-C-_2","T18_1",0
"6474","P2T24_L-C-_3","T18_1",0
"6475","P2T3_WT_1","T18_2",0
"6476","P2T3_WT_2","T18_2",0
"6477","P2T3_WT_3","T18_2",0
"6478","P2T3_C-F-_1","T18_2",0
"6479","P2T3_C-F-_2","T18_2",0
"6480","P2T3_C-F-_3","T18_2",0
"6481","P2T3_L-F-_1","T18_2",0
"6482","P2T3_L-F-_2","T18_2",0
"6483","P2T3_L-F-_3","T18_2",0
"6484","P2T6_WT_1","T18_2",0
"6485","P2T6_WT_2","T18_2",0
"6486","P2T6_WT_3","T18_2",0
"6487","P2T6_C-F-_1","T18_2",0
"6488","P2T6_C-F-_2","T18_2",0
"6489","P2T6_C-F-_3","T18_2",0
"6490","P2T6_L-F-_1","T18_2",0
"6491","P2T6_L-F-_2","T18_2",0
"6492","P2T6_L-F-_3","T18_2",0
"6493","P2T9_WT_1","T18_2",0
"6494","P2T9_WT_2","T18_2",0
"6495","P2T9_WT_3","T18_2",0
"6496","P2T9_C-F-_1","T18_2",0
"6497","P2T9_C-F-_2","T18_2",0
"6498","P2T9_C-F-_3","T18_2",0
"6499","P2T9_L-F-_1","T18_2",0
"6500","P2T9_L-F-_2","T18_2",0
"6501","P2T9_L-F-_3","T18_2",0
"6502","P2T9_L-C-_1","T18_2",0
"6503","P2T9_L-C-_2","T18_2",0
"6504","P2T9_L-C-_3","T18_2",0
"6505","P2T12_WT_1","T18_2",0
"6506","P2T12_WT_2","T18_2",0
"6507","P2T12_WT_3","T18_2",0
"6508","P2T12_C-F-_1","T18_2",0
"6509","P2T12_C-F-_2","T18_2",0
"6510","P2T12_L-F-_1","T18_2",0
"6511","P2T12_L-F-_2","T18_2",0
"6512","P2T12_L-F-_3","T18_2",0
"6513","P2T12_L-C-_1","T18_2",0
"6514","P2T12_L-C-_2","T18_2",0
"6515","P2T12_L-C-_3","T18_2",0
"6516","P2T15_WT_1","T18_2",0
"6517","P2T15_WT_2","T18_2",0
"6518","P2T15_WT_3","T18_2",0
"6519","P2T15_C-F-_1","T18_2",0
"6520","P2T15_C-F-_2","T18_2",0
"6521","P2T15_C-F-_3","T18_2",0
"6522","P2T15_L-F-_1","T18_2",0
"6523","P2T15_L-F-_2","T18_2",0
"6524","P2T15_L-F-_3","T18_2",0
"6525","P2T15_L-C-_1","T18_2",0
"6526","P2T15_L-C-_2","T18_2",0
"6527","P2T15_L-C-_3","T18_2",0
"6528","P2T18_WT_1","T18_2",0
"6529","P2T18_WT_2","T18_2",0
"6530","P2T18_WT_3","T18_2",0
"6531","P2T18_C-F-_1","T18_2",0
"6532","P2T18_C-F-_2","T18_2",0
"6533","P2T18_C-F-_3","T18_2",0
"6534","P2T18_L-C-_1","T18_2",0
"6535","P2T18_L-C-_2","T18_2",0
"6536","P2T18_L-C-_3","T18_2",0
"6537","P2T21_WT_1","T18_2",1
"6538","P2T21_WT_2","T18_2",1
"6539","P2T21_WT_3","T18_2",1
"6540","P2T21_C-F-_1","T18_2",1
"6541","P2T21_C-F-_2","T18_2",1
"6542","P2T21_C-F-_3","T18_2",1
"6543","P2T21_L-F-_1","T18_2",1
"6544","P2T21_L-F-_2","T18_2",1
"6545","P2T21_L-F-_3","T18_2",1
"6546","P2T21_L-C-_1","T18_2",0
"6547","P2T21_L-C-_2","T18_2",1
"6548","P2T21_L-C-_3","T18_2",0
"6549","P2T24_WT_1","T18_2",0
"6550","P2T24_WT_2","T18_2",0
"6551","P2T24_WT_3","T18_2",0
"6552","P2T24_C-F-_1","T18_2",0
"6553","P2T24_C-F-_2","T18_2",0
"6554","P2T24_C-F-_3","T18_2",0
"6555","P2T24_L-C-_1","T18_2",0
"6556","P2T24_L-C-_2","T18_2",0
"6557","P2T24_L-C-_3","T18_2",0
"6558","P2T3_WT_1","T18_3",0
"6559","P2T3_WT_2","T18_3",0
"6560","P2T3_WT_3","T18_3",0
"6561","P2T3_C-F-_1","T18_3",0
"6562","P2T3_C-F-_2","T18_3",0
"6563","P2T3_C-F-_3","T18_3",0
"6564","P2T3_L-F-_1","T18_3",0
"6565","P2T3_L-F-_2","T18_3",0
"6566","P2T3_L-F-_3","T18_3",0
"6567","P2T6_WT_1","T18_3",0
"6568","P2T6_WT_2","T18_3",0
"6569","P2T6_WT_3","T18_3",0
"6570","P2T6_C-F-_1","T18_3",0
"6571","P2T6_C-F-_2","T18_3",0
"6572","P2T6_C-F-_3","T18_3",0
"6573","P2T6_L-F-_1","T18_3",0
"6574","P2T6_L-F-_2","T18_3",0
"6575","P2T6_L-F-_3","T18_3",0
"6576","P2T9_WT_1","T18_3",0
"6577","P2T9_WT_2","T18_3",0
"6578","P2T9_WT_3","T18_3",0
"6579","P2T9_C-F-_1","T18_3",0
"6580","P2T9_C-F-_2","T18_3",0
"6581","P2T9_C-F-_3","T18_3",0
"6582","P2T9_L-F-_1","T18_3",0
"6583","P2T9_L-F-_2","T18_3",0
"6584","P2T9_L-F-_3","T18_3",0
"6585","P2T9_L-C-_1","T18_3",0
"6586","P2T9_L-C-_2","T18_3",0
"6587","P2T9_L-C-_3","T18_3",0
"6588","P2T12_WT_1","T18_3",0
"6589","P2T12_WT_2","T18_3",0
"6590","P2T12_WT_3","T18_3",0
"6591","P2T12_C-F-_1","T18_3",0
"6592","P2T12_C-F-_2","T18_3",0
"6593","P2T12_L-F-_1","T18_3",0
"6594","P2T12_L-F-_2","T18_3",0
"6595","P2T12_L-F-_3","T18_3",0
"6596","P2T12_L-C-_1","T18_3",0
"6597","P2T12_L-C-_2","T18_3",0
"6598","P2T12_L-C-_3","T18_3",0
"6599","P2T15_WT_1","T18_3",0
"6600","P2T15_WT_2","T18_3",0
"6601","P2T15_WT_3","T18_3",0
"6602","P2T15_C-F-_1","T18_3",0
"6603","P2T15_C-F-_2","T18_3",0
"6604","P2T15_C-F-_3","T18_3",0
"6605","P2T15_L-F-_1","T18_3",0
"6606","P2T15_L-F-_2","T18_3",0
"6607","P2T15_L-F-_3","T18_3",0
"6608","P2T15_L-C-_1","T18_3",0
"6609","P2T15_L-C-_2","T18_3",0
"6610","P2T15_L-C-_3","T18_3",0
"6611","P2T18_WT_1","T18_3",0
"6612","P2T18_WT_2","T18_3",0
"6613","P2T18_WT_3","T18_3",0
"6614","P2T18_C-F-_1","T18_3",0
"6615","P2T18_C-F-_2","T18_3",0
"6616","P2T18_C-F-_3","T18_3",0
"6617","P2T18_L-C-_1","T18_3",0
"6618","P2T18_L-C-_2","T18_3",0
"6619","P2T18_L-C-_3","T18_3",0
"6620","P2T21_WT_1","T18_3",0
"6621","P2T21_WT_2","T18_3",1
"6622","P2T21_WT_3","T18_3",1
"6623","P2T21_C-F-_1","T18_3",1
"6624","P2T21_C-F-_2","T18_3",1
"6625","P2T21_C-F-_3","T18_3",1
"6626","P2T21_L-F-_1","T18_3",1
"6627","P2T21_L-F-_2","T18_3",1
"6628","P2T21_L-F-_3","T18_3",1
"6629","P2T21_L-C-_1","T18_3",0
"6630","P2T21_L-C-_2","T18_3",1
"6631","P2T21_L-C-_3","T18_3",1
"6632","P2T24_WT_1","T18_3",0
"6633","P2T24_WT_2","T18_3",0
"6634","P2T24_WT_3","T18_3",0
"6635","P2T24_C-F-_1","T18_3",0
"6636","P2T24_C-F-_2","T18_3",0
"6637","P2T24_C-F-_3","T18_3",0
"6638","P2T24_L-C-_1","T18_3",0
"6639","P2T24_L-C-_2","T18_3",0
"6640","P2T24_L-C-_3","T18_3",0
"6641","P2T3_WT_1","T18_4",0
"6642","P2T3_WT_2","T18_4",0
"6643","P2T3_WT_3","T18_4",0
"6644","P2T3_C-F-_1","T18_4",0
"6645","P2T3_C-F-_2","T18_4",0
"6646","P2T3_C-F-_3","T18_4",0
"6647","P2T3_L-F-_1","T18_4",0
"6648","P2T3_L-F-_2","T18_4",0
"6649","P2T3_L-F-_3","T18_4",0
"6650","P2T6_WT_1","T18_4",0
"6651","P2T6_WT_2","T18_4",0
"6652","P2T6_WT_3","T18_4",0
"6653","P2T6_C-F-_1","T18_4",0
"6654","P2T6_C-F-_2","T18_4",0
"6655","P2T6_C-F-_3","T18_4",0
"6656","P2T6_L-F-_1","T18_4",0
"6657","P2T6_L-F-_2","T18_4",0
"6658","P2T6_L-F-_3","T18_4",0
"6659","P2T9_WT_1","T18_4",0
"6660","P2T9_WT_2","T18_4",0
"6661","P2T9_WT_3","T18_4",0
"6662","P2T9_C-F-_1","T18_4",0
"6663","P2T9_C-F-_2","T18_4",0
"6664","P2T9_C-F-_3","T18_4",0
"6665","P2T9_L-F-_1","T18_4",0
"6666","P2T9_L-F-_2","T18_4",0
"6667","P2T9_L-F-_3","T18_4",0
"6668","P2T9_L-C-_1","T18_4",0
"6669","P2T9_L-C-_2","T18_4",0
"6670","P2T9_L-C-_3","T18_4",0
"6671","P2T12_WT_1","T18_4",0
"6672","P2T12_WT_2","T18_4",0
"6673","P2T12_WT_3","T18_4",0
"6674","P2T12_C-F-_1","T18_4",0
"6675","P2T12_C-F-_2","T18_4",0
"6676","P2T12_L-F-_1","T18_4",0
"6677","P2T12_L-F-_2","T18_4",0
"6678","P2T12_L-F-_3","T18_4",0
"6679","P2T12_L-C-_1","T18_4",0
"6680","P2T12_L-C-_2","T18_4",0
"6681","P2T12_L-C-_3","T18_4",0
"6682","P2T15_WT_1","T18_4",0
"6683","P2T15_WT_2","T18_4",0
"6684","P2T15_WT_3","T18_4",0
"6685","P2T15_C-F-_1","T18_4",0
"6686","P2T15_C-F-_2","T18_4",0
"6687","P2T15_C-F-_3","T18_4",0
"6688","P2T15_L-F-_1","T18_4",0
"6689","P2T15_L-F-_2","T18_4",0
"6690","P2T15_L-F-_3","T18_4",0
"6691","P2T15_L-C-_1","T18_4",0
"6692","P2T15_L-C-_2","T18_4",0
"6693","P2T15_L-C-_3","T18_4",0
"6694","P2T18_WT_1","T18_4",0
"6695","P2T18_WT_2","T18_4",0
"6696","P2T18_WT_3","T18_4",0
"6697","P2T18_C-F-_1","T18_4",0
"6698","P2T18_C-F-_2","T18_4",0
"6699","P2T18_C-F-_3","T18_4",0
"6700","P2T18_L-C-_1","T18_4",0
"6701","P2T18_L-C-_2","T18_4",0
"6702","P2T18_L-C-_3","T18_4",0
"6703","P2T21_WT_1","T18_4",1
"6704","P2T21_WT_2","T18_4",1
"6705","P2T21_WT_3","T18_4",1
"6706","P2T21_C-F-_1","T18_4",1
"6707","P2T21_C-F-_2","T18_4",1
"6708","P2T21_C-F-_3","T18_4",1
"6709","P2T21_L-F-_1","T18_4",1
"6710","P2T21_L-F-_2","T18_4",1
"6711","P2T21_L-F-_3","T18_4",1
"6712","P2T21_L-C-_1","T18_4",0
"6713","P2T21_L-C-_2","T18_4",1
"6714","P2T21_L-C-_3","T18_4",0
"6715","P2T24_WT_1","T18_4",0
"6716","P2T24_WT_2","T18_4",0
"6717","P2T24_WT_3","T18_4",0
"6718","P2T24_C-F-_1","T18_4",0
"6719","P2T24_C-F-_2","T18_4",0
"6720","P2T24_C-F-_3","T18_4",0
"6721","P2T24_L-C-_1","T18_4",0
"6722","P2T24_L-C-_2","T18_4",0
"6723","P2T24_L-C-_3","T18_4",0
"6724","P2T3_WT_1","T18_5",0
"6725","P2T3_WT_2","T18_5",0
"6726","P2T3_WT_3","T18_5",0
"6727","P2T3_C-F-_1","T18_5",0
"6728","P2T3_C-F-_2","T18_5",0
"6729","P2T3_C-F-_3","T18_5",0
"6730","P2T3_L-F-_1","T18_5",0
"6731","P2T3_L-F-_2","T18_5",0
"6732","P2T3_L-F-_3","T18_5",0
"6733","P2T6_WT_1","T18_5",0
"6734","P2T6_WT_2","T18_5",0
"6735","P2T6_WT_3","T18_5",0
"6736","P2T6_C-F-_1","T18_5",0
"6737","P2T6_C-F-_2","T18_5",0
"6738","P2T6_C-F-_3","T18_5",0
"6739","P2T6_L-F-_1","T18_5",0
"6740","P2T6_L-F-_2","T18_5",0
"6741","P2T6_L-F-_3","T18_5",0
"6742","P2T9_WT_1","T18_5",0
"6743","P2T9_WT_2","T18_5",0
"6744","P2T9_WT_3","T18_5",0
"6745","P2T9_C-F-_1","T18_5",0
"6746","P2T9_C-F-_2","T18_5",0
"6747","P2T9_C-F-_3","T18_5",0
"6748","P2T9_L-F-_1","T18_5",0
"6749","P2T9_L-F-_2","T18_5",0
